EI,LogEI,R,Weight,n_0,n_45,EI_bin,R_bin
40188549635.78395,10.604102333225088,84.0,0.2727609909981529,4,1,"(10.603, 10.616]","(83.12, 85.08]"
40264217851.38341,10.604919267165503,86.0,0.28634134205738476,4,1,"(10.603, 10.616]","(85.08, 87.04]"
40178828219.73597,10.603997266779492,90.0,0.2995724736772435,3,2,"(10.603, 10.616]","(89.0, 90.96]"
40272510312.43988,10.605008701394407,92.0,0.251717346767347,3,1,"(10.603, 10.616]","(90.96, 92.92]"
40661282454.3854,10.609181072139686,94.0,0.432317706653145,2,5,"(10.603, 10.616]","(92.92, 94.88]"
40357796164.34766,10.605927442505529,96.0,0.3843258576309643,2,4,"(10.603, 10.616]","(94.88, 96.84]"
40287008400.26555,10.605165019101102,104.0,0.23160361396200374,2,1,"(10.603, 10.616]","(102.72, 104.68]"
41582486189.81847,10.61891045195649,50.0,0.6428071790451968,19,3,"(10.616, 10.629]","(49.8, 51.76]"
42503929649.64968,10.628429084080059,52.0,0.5680801252135546,18,1,"(10.616, 10.629]","(51.76, 53.72]"
41996158483.81472,10.623209565979243,54.0,0.5214242070513863,15,2,"(10.616, 10.629]","(53.72, 55.68]"
42357537465.18934,10.626930703645861,56.0,0.4753811507840804,14,1,"(10.616, 10.629]","(55.68, 57.64]"
42439529587.794235,10.62777056140844,58.0,0.466129663074083,13,1,"(10.616, 10.629]","(57.64, 59.6]"
41426658732.62117,10.617279906687079,60.0,0.45016283257147827,11,2,"(10.616, 10.629]","(59.6, 61.56]"
41420650616.93886,10.617216916313282,62.0,0.43224067480127915,10,2,"(10.616, 10.629]","(61.56, 63.52]"
41705860304.02846,10.62019708420352,64.0,0.41781636629158686,10,1,"(10.616, 10.629]","(63.52, 65.48]"
42120953142.32571,10.624498190143292,66.0,0.3906359349712587,9,1,"(10.616, 10.629]","(65.48, 67.44]"
42177907104.53443,10.625085025960546,68.0,0.361258399412716,8,1,"(10.616, 10.629]","(67.44, 69.4]"
41658742360.682846,10.619706154856566,70.0,0.37764482103013414,7,2,"(10.616, 10.629]","(69.4, 71.36]"
42009329508.11488,10.623345750015744,72.0,0.3510543808101501,7,1,"(10.616, 10.629]","(71.36, 73.32]"
42345150374.4144,10.626803679454635,74.0,0.3607028401678551,6,2,"(10.616, 10.629]","(73.32, 75.28]"
42103762301.35718,10.624320905187533,76.0,0.3312007718765241,6,1,"(10.616, 10.629]","(75.28, 77.24]"
41679399617.432495,10.61992145442021,78.0,0.33984015167389603,5,2,"(10.616, 10.629]","(77.24, 79.2]"
42202744108.010864,10.625340690587764,80.0,0.3685132164957977,6,1,"(10.616, 10.629]","(79.2, 81.16]"
41358884118.00472,10.616568812776151,82.0,0.3218721266509545,5,1,"(10.616, 10.629]","(81.16, 83.12]"
42287051832.37534,10.626207408070462,84.0,0.3226719761405585,4,2,"(10.616, 10.629]","(83.12, 85.08]"
42483691364.56717,10.628222245117025,86.0,0.33744060320508407,4,2,"(10.616, 10.629]","(85.08, 87.04]"
42452698210.25853,10.627905298362922,88.0,0.3525429930731271,4,2,"(10.616, 10.629]","(87.04, 89.0]"
41850185071.9412,10.621697382891886,90.0,0.4140889294399555,3,4,"(10.616, 10.629]","(89.0, 90.96]"
42033027211.5599,10.623590668947445,92.0,0.3684344253520457,3,3,"(10.616, 10.629]","(90.96, 92.92]"
42024677424.4358,10.623504388540415,94.0,0.3205828170259213,3,2,"(10.616, 10.629]","(92.92, 94.88]"
41809336283.25685,10.621273273247448,96.0,0.27053410446158227,3,1,"(10.616, 10.629]","(94.88, 96.84]"
42293101441.19985,10.62626953403342,100.0,0.3409101781317087,2,3,"(10.616, 10.629]","(98.8, 100.76]"
41426574525.274185,10.617279023902311,102.0,0.2873554481659635,2,2,"(10.616, 10.629]","(100.76, 102.72]"
43479702630.375565,10.63828656516521,50.0,0.7073714319698882,19,5,"(10.629, 10.641]","(49.8, 51.76]"
43490190430.751854,10.638391309317294,52.0,0.6010400817068389,18,2,"(10.629, 10.641]","(51.76, 53.72]"
43103316905.99711,10.63451069147267,54.0,0.5213676583836218,16,1,"(10.629, 10.641]","(53.72, 55.68]"
43409646207.35863,10.63758624631283,56.0,0.5101370929655689,14,2,"(10.629, 10.641]","(55.68, 57.64]"
43408050185.73151,10.637570278522517,58.0,0.46113591305564283,13,1,"(10.629, 10.641]","(57.64, 59.6]"
43041796971.57341,10.633890394594841,60.0,0.45012136354845084,12,1,"(10.629, 10.641]","(59.6, 61.56]"
43226682414.668274,10.635751905339541,62.0,0.43220297568943605,11,1,"(10.629, 10.641]","(61.56, 63.52]"
42938983035.53965,10.632851754415936,64.0,0.41237449949703864,10,1,"(10.629, 10.641]","(63.52, 65.48]"
43476041143.82161,10.638249991079636,66.0,0.3850540788080666,9,1,"(10.629, 10.641]","(65.48, 67.44]"
43551540934.0673,10.639003525757532,68.0,0.4023025534496298,8,2,"(10.629, 10.641]","(67.44, 69.4]"
42775566846.51294,10.631195773366416,70.0,0.38351771433675497,8,1,"(10.629, 10.641]","(69.4, 71.36]"
43727639718.278755,10.640756036114775,72.0,0.34501510875659525,7,1,"(10.629, 10.641]","(71.36, 73.32]"
43717762753.70873,10.640657928927714,74.0,0.36688989273983486,7,1,"(10.629, 10.641]","(73.32, 75.28]"
43800510650.413605,10.64147917377725,76.0,0.3766979450043421,6,2,"(10.629, 10.641]","(75.28, 77.24]"
43342274923.61951,10.636911702573228,78.0,0.34634136351123473,6,1,"(10.629, 10.641]","(77.24, 79.2]"
43022875927.82585,10.633699438079304,80.0,0.3007664045493138,5,1,"(10.629, 10.641]","(79.2, 81.16]"
43353332680.18345,10.63702248840925,82.0,0.37077428356043934,5,2,"(10.629, 10.641]","(81.16, 83.12]"
43238248589.19934,10.635868094082127,84.0,0.4873511214490818,4,5,"(10.629, 10.641]","(83.12, 85.08]"
43102640119.306755,10.63450387234473,86.0,0.2792075391233192,4,1,"(10.629, 10.641]","(85.08, 87.04]"
43115546799.83033,10.634633898279473,88.0,0.2929512530005376,4,1,"(10.629, 10.641]","(87.04, 89.0]"
42882530416.80193,10.632280404334667,90.0,0.3070287296812735,4,1,"(10.629, 10.641]","(89.0, 90.96]"
42892262402.4035,10.632378954212177,92.0,0.3061823846203963,3,2,"(10.629, 10.641]","(90.96, 92.92]"
42938348537.26136,10.632845336910968,94.0,0.25715858524336455,3,1,"(10.629, 10.641]","(92.92, 94.88]"
43277220591.67829,10.63625936114524,96.0,0.4414283253485554,2,5,"(10.629, 10.641]","(94.88, 96.84]"
42904252816.771355,10.632500343077826,98.0,0.3922678038592393,2,4,"(10.629, 10.641]","(96.84, 98.8]"
42644495850.35944,10.629862984481822,106.0,0.23603954278887251,2,1,"(10.629, 10.641]","(104.68, 106.64]"
44472293092.49711,10.648089523236717,52.0,0.6009835330390743,19,1,"(10.641, 10.654]","(51.76, 53.72]"
44128600919.45543,10.644720158523734,54.0,0.5552158059519288,16,2,"(10.641, 10.654]","(53.72, 55.68]"
44667606113.135796,10.649992677797243,56.0,0.5100843142089886,15,1,"(10.641, 10.654]","(55.68, 57.64]"
44513717499.41645,10.64849386527927,58.0,0.4969398905463689,13,2,"(10.641, 10.654]","(57.64, 59.6]"
44098937463.10116,10.644428125534253,60.0,0.44498058699382265,12,1,"(10.641, 10.654]","(59.6, 61.56]"
44377690153.22429,10.64716469357388,62.0,0.4269151725986199,11,1,"(10.641, 10.654]","(61.56, 63.52]"
44189256301.70421,10.645316692515362,64.0,0.4069396698700345,10,1,"(10.641, 10.654]","(63.52, 65.48]"
44796388659.63062,10.651243003988945,66.0,0.42505019753574275,9,2,"(10.641, 10.654]","(65.48, 67.44]"
44535593893.715965,10.648707248120097,68.0,0.4080246503088782,9,1,"(10.641, 10.654]","(67.44, 69.4]"
44350655911.85465,10.646900047094299,70.0,0.377618431651844,8,1,"(10.641, 10.654]","(69.4, 71.36]"
44798697493.26407,10.651265387218873,72.0,0.400381909364931,8,1,"(10.641, 10.654]","(71.36, 73.32]"
43953696558.71192,10.642995405633702,74.0,0.40515197798643565,6,3,"(10.641, 10.654]","(73.32, 75.28]"
44102276845.511925,10.644461011143958,76.0,0.3248511104687945,6,1,"(10.641, 10.654]","(75.28, 77.24]"
44817258445.77438,10.651445286418404,78.0,0.44641880811063583,6,3,"(10.641, 10.654]","(77.24, 79.2]"
44924601639.87686,10.652484234776663,80.0,0.3484606819153464,5,2,"(10.641, 10.654]","(79.2, 81.16]"
43814213133.46734,10.641615016534498,82.0,0.31504167590351956,5,1,"(10.641, 10.654]","(81.16, 83.12]"
44429166577.59427,10.64766816662492,84.0,0.3296507100612429,5,1,"(10.641, 10.654]","(83.12, 85.08]"
44849119913.28294,10.651753925182676,86.0,0.34459350702248354,5,1,"(10.641, 10.654]","(85.08, 87.04]"
44815890984.56425,10.651432035051883,88.0,0.40497077092217654,4,3,"(10.641, 10.654]","(87.04, 89.0]"
44340510668.725395,10.646800690567654,90.0,0.46782562045219667,3,5,"(10.641, 10.654]","(89.0, 90.96]"
44665175076.138435,10.64996904065219,92.0,0.4231995481353659,3,4,"(10.641, 10.654]","(90.96, 92.92]"
44803926755.96227,10.651316078589932,94.0,0.37637637158032067,3,3,"(10.641, 10.654]","(92.92, 94.88]"
44741062648.53078,10.650706294845826,96.0,0.32735609078706085,3,2,"(10.641, 10.654]","(94.88, 96.84]"
44460407965.13859,10.6479734434326,98.0,0.27613870575558647,3,1,"(10.641, 10.654]","(96.84, 98.8]"
44858543520.472565,10.651845168683186,102.0,0.3476834518928482,2,3,"(10.641, 10.654]","(100.76, 102.72]"
43894176740.321884,10.642406908003075,104.0,0.2929600494599677,2,2,"(10.641, 10.654]","(102.72, 104.68]"
45092204109.12186,10.654101464160728,108.0,0.24047547161574132,2,1,"(10.641, 10.654]","(106.64, 108.6]"
45483880670.96709,10.657857511470581,52.0,0.6340837302284148,19,2,"(10.654, 10.667]","(51.76, 53.72]"
45235759341.637825,10.655481884917231,54.0,0.5551592572841643,17,1,"(10.654, 10.667]","(53.72, 55.68]"
45561636646.410934,10.658599316235392,56.0,0.5052212544449377,15,1,"(10.654, 10.667]","(55.68, 57.64]"
45935016865.0205,10.66214388016232,58.0,0.49689088170097284,14,1,"(10.654, 10.667]","(57.64, 59.6]"
45258306983.07241,10.655698303890436,60.0,0.48183259979378623,12,2,"(10.654, 10.667]","(59.6, 61.56]"
45590806471.08798,10.658877274650866,62.0,0.464815220707821,11,2,"(10.654, 10.667]","(61.56, 63.52]"
45456064965.901985,10.657591837073875,64.0,0.44588775328847313,10,2,"(10.654, 10.667]","(63.52, 65.48]"
45657288480.915886,10.659510115810743,66.0,0.4306214979476189,10,1,"(10.654, 10.667]","(65.48, 67.44]"
45994657195.86999,10.662707386353011,68.0,0.40227239416015526,9,1,"(10.654, 10.667]","(67.44, 69.4]"
45945921996.490166,10.662246970933978,70.0,0.37172618613447717,8,1,"(10.654, 10.667]","(69.4, 71.36]"
45267050142.96215,10.655782194332339,72.0,0.388275970569882,7,2,"(10.654, 10.667]","(71.36, 73.32]"
45557660580.09968,10.658561414633594,74.0,0.3606802207007493,7,1,"(10.654, 10.667]","(73.32, 75.28]"
45817678265.647484,10.661033078263142,76.0,0.3703286800584542,6,2,"(10.654, 10.667]","(75.28, 77.24]"
45475112720.00026,10.657773784230594,78.0,0.3398213021179745,6,1,"(10.654, 10.667]","(77.24, 79.2]"
46364118717.66854,10.666182009191973,80.0,0.4096894430878684,6,2,"(10.654, 10.667]","(79.2, 81.16]"
46296639697.65637,10.665549470203143,82.0,0.3082182623236287,5,1,"(10.654, 10.667]","(81.16, 83.12]"
46061179687.08065,10.663335056620586,84.0,0.43697266731982204,5,3,"(10.654, 10.667]","(83.12, 85.08]"
45345673970.508194,10.656535861178861,86.0,0.3302871967328601,4,2,"(10.654, 10.667]","(85.08, 87.04]"
46154300994.52768,10.664212177976344,88.0,0.2856540872484854,4,1,"(10.654, 10.667]","(87.04, 89.0]"
46098408056.07988,10.66368592789729,90.0,0.2995611639436906,4,1,"(10.654, 10.667]","(89.0, 90.96]"
45782370273.438385,10.660698273485469,92.0,0.31380200344241305,4,1,"(10.654, 10.667]","(90.96, 92.92]"
45725193161.238396,10.660155548783397,94.0,0.3127922955635493,3,2,"(10.654, 10.667]","(92.92, 94.88]"
45719308848.63508,10.660099656423753,96.0,0.26259982371938206,3,1,"(10.654, 10.667]","(94.88, 96.84]"
46003019142.787964,10.662786335029955,98.0,0.45053894404396577,2,5,"(10.654, 10.667]","(96.84, 98.8]"
45555635220.93364,10.658542106753178,100.0,0.40020975008751436,2,4,"(10.654, 10.667]","(98.8, 100.76]"
46506525736.1933,10.667513896811927,52.0,0.6673241681138116,19,3,"(10.667, 10.68]","(51.76, 53.72]"
47394914174.18807,10.675731741155325,54.0,0.5890910968807631,18,1,"(10.667, 10.68]","(53.72, 55.68]"
46652839185.19274,10.668878079056613,56.0,0.5400978337843241,15,2,"(10.667, 10.68]","(55.68, 57.64]"
46913129681.986984,10.671294406690034,58.0,0.491880795400734,14,1,"(10.667, 10.68]","(57.64, 59.6]"
46855970926.26637,10.670764941543935,60.0,0.4817873608595745,13,1,"(10.667, 10.68]","(59.6, 61.56]"
47378347251.165825,10.675579906698733,62.0,0.4647737516847936,12,1,"(10.667, 10.68]","(61.56, 63.52]"
47447481983.68863,10.676213169564022,64.0,0.44585005417663004,11,1,"(10.667, 10.68]","(63.52, 65.48]"
47006168457.48189,10.67215485264349,66.0,0.42501626833508405,10,1,"(10.667, 10.68]","(65.48, 67.44]"
47472897913.809944,10.676445743400745,68.0,0.3965271751789764,9,1,"(10.667, 10.68]","(67.44, 69.4]"
47429938772.80411,10.676052564022513,70.0,0.4139390126385263,8,2,"(10.667, 10.68]","(69.4, 71.36]"
46488529997.143555,10.66734581367669,72.0,0.3943122266944894,8,1,"(10.667, 10.68]","(71.36, 73.32]"
47419929092.79628,10.675960900240433,74.0,0.35447758582920774,7,1,"(10.667, 10.68]","(73.32, 75.28]"
47309902318.59822,10.67495205135574,76.0,0.37667909544842065,7,1,"(10.667, 10.68]","(75.28, 77.24]"
47632628045.830864,10.677904543600947,78.0,0.33330827789225825,6,1,"(10.667, 10.68]","(77.24, 79.2]"
46722999791.33846,10.669530718329561,80.0,0.3551252565706718,6,1,"(10.667, 10.68]","(79.2, 81.16]"
47439190654.209045,10.676137271051624,82.0,0.4266858363349076,6,2,"(10.667, 10.68]","(81.16, 83.12]"
47066577745.74466,10.672712621502448,84.0,0.3226568964958213,5,1,"(10.667, 10.68]","(83.12, 85.08]"
47647759530.63261,10.678042484274256,86.0,0.3374292934715312,5,1,"(10.667, 10.68]","(85.08, 87.04]"
47197475161.35228,10.67391876658279,88.0,0.45753878946728227,4,4,"(10.667, 10.68]","(87.04, 89.0]"
47670892376.137474,10.678253281786594,90.0,0.46030301401132284,3,5,"(10.667, 10.68]","(89.0, 90.96]"
47317069220.2834,10.67501783695174,92.0,0.4781049116147424,3,5,"(10.667, 10.68]","(90.96, 92.92]"
47603649724.3503,10.677640250921794,94.0,0.4323101668307764,3,4,"(10.667, 10.68]","(92.92, 94.88]"
47694003149.00406,10.678463776041733,96.0,0.38431831780859566,3,3,"(10.667, 10.68]","(94.88, 96.84]"
47572051073.185234,10.67735187646853,98.0,0.33412936454820047,3,2,"(10.667, 10.68]","(96.84, 98.8]"
47221243346.79517,10.674137417972341,100.0,0.28174330704959066,3,1,"(10.667, 10.68]","(98.8, 100.76]"
47525687818.12006,10.676928410933641,104.0,0.35445672565398784,2,3,"(10.667, 10.68]","(102.72, 104.68]"
46457873395.243576,10.667059326130406,106.0,0.29856465075397187,2,2,"(10.667, 10.68]","(104.68, 106.64]"
47631827335.94559,10.67789724300004,110.0,0.24491140044261012,2,1,"(10.667, 10.68]","(108.6, 110.56]"
48585294835.185555,10.68650484254812,52.0,0.7342257659727738,19,5,"(10.68, 10.692]","(51.76, 53.72]"
48473845133.442345,10.685507471012262,54.0,0.6232197258411827,18,2,"(10.68, 10.692]","(53.72, 55.68]"
47895166833.9237,10.680291690381978,56.0,0.5400412851165595,16,1,"(10.68, 10.692]","(55.68, 57.64]"
48060297241.72324,10.681786452486213,58.0,0.527805410049358,14,2,"(10.68, 10.692]","(57.64, 59.6]"
47923279222.901985,10.680546527655157,60.0,0.47663024802314763,13,1,"(10.68, 10.692]","(59.6, 61.56]"
48540115150.59085,10.686100802263878,62.0,0.45946961231217875,12,1,"(10.68, 10.692]","(61.56, 63.52]"
48709124536.16584,10.68761032393578,64.0,0.4403988882678272,11,1,"(10.68, 10.692]","(63.52, 65.48]"
48373251640.41657,10.684605281558936,66.0,0.41941807589009317,10,1,"(10.68, 10.692]","(65.48, 67.44]"
48901142287.605934,10.689319003978628,68.0,0.43769196637378804,9,2,"(10.68, 10.692]","(67.44, 69.4]"
48510531400.75793,10.68583603206067,70.0,0.4198244723157614,9,1,"(10.68, 10.692]","(69.4, 71.36]"
48199572388.13147,10.683043185328088,72.0,0.3882495811915918,8,1,"(10.68, 10.692]","(71.36, 73.32]"
49077930236.74029,10.690886238942566,74.0,0.39890712010962986,7,2,"(10.68, 10.692]","(73.32, 75.28]"
49055031623.83804,10.690683560021668,76.0,0.4223165092722949,7,2,"(10.68, 10.692]","(75.28, 77.24]"
48969241278.129005,10.689923375178632,78.0,0.39301173299960934,7,1,"(10.68, 10.692]","(77.24, 79.2]"
49021796075.17306,10.690389219018204,80.0,0.3484418323594249,6,1,"(10.68, 10.692]","(79.2, 81.16]"
48334030482.88249,10.684253011639838,82.0,0.35708121215679683,5,2,"(10.68, 10.692]","(81.16, 83.12]"
49223315434.7439,10.692170862242078,84.0,0.3727081223342831,5,2,"(10.68, 10.692]","(83.12, 85.08]"
48548339048.7768,10.686174376277181,88.0,0.33790241732516185,4,2,"(10.68, 10.692]","(87.04, 89.0]"
48624290301.22837,10.68685327560863,90.0,0.35299777002566074,4,2,"(10.68, 10.692]","(89.0, 90.96]"
49215767554.388176,10.692104262621369,92.0,0.3061710748868435,4,1,"(10.68, 10.692]","(90.96, 92.92]"
48810080539.61545,10.688509524269545,94.0,0.32057527720355267,4,1,"(10.68, 10.692]","(92.92, 94.88]"
48680195470.63695,10.687352313429198,96.0,0.3194022065067022,3,2,"(10.68, 10.692]","(94.88, 96.84]"
48617824809.94416,10.686795524351606,98.0,0.2680410621953996,3,1,"(10.68, 10.692]","(96.84, 98.8]"
48840937911.15982,10.688783995275509,100.0,0.4596495627393762,2,5,"(10.68, 10.692]","(98.8, 100.76]"
48314061769.26675,10.684073550213228,102.0,0.40815169631578924,2,4,"(10.68, 10.692]","(100.76, 102.72]"
49119500060.44522,10.691253937895024,108.0,0.30416925204797607,2,2,"(10.68, 10.692]","(106.64, 108.6]"
49581003555.62473,10.695315312957403,54.0,0.6231631771734182,19,1,"(10.692, 10.705]","(53.72, 55.68]"
50257059895.82139,10.701197078200655,56.0,0.5750015564842373,17,1,"(10.692, 10.705]","(55.68, 57.64]"
50452770092.0888,10.702885016017563,58.0,0.52272620871074,15,1,"(10.692, 10.705]","(57.64, 59.6]"
49644695784.93108,10.695872853749973,60.0,0.5187343754213827,14,1,"(10.692, 10.705]","(59.6, 61.56]"
49799760223.58701,10.697227251719081,62.0,0.49749029757927776,12,2,"(10.692, 10.705]","(61.56, 63.52]"
50025084015.138435,10.699187826689165,64.0,0.47946760884416373,11,2,"(10.692, 10.705]","(63.52, 65.48]"
49745443900.71063,10.696753310621645,66.0,0.45953483177566723,10,2,"(10.692, 10.705]","(65.48, 67.44]"
49850756773.829,10.69767175563069,68.0,0.4434266296036508,10,1,"(10.692, 10.705]","(67.44, 69.4]"
50098879417.90991,10.699828011933894,70.0,0.41390885334905186,9,1,"(10.692, 10.705]","(69.4, 71.36]"
49931932252.170204,10.698378372588618,72.0,0.3821939728562383,8,1,"(10.692, 10.705]","(71.36, 73.32]"
50410375246.40733,10.702519930265714,74.0,0.40510673905222405,8,1,"(10.692, 10.705]","(73.32, 75.28]"
49300382356.76249,10.692850287528511,76.0,0.3703060605913484,7,1,"(10.692, 10.705]","(75.28, 77.24]"
49475047560.691734,10.694386220368804,78.0,0.3799545199490534,6,2,"(10.692, 10.705]","(77.24, 79.2]"
50519902382.925766,10.703462502718653,80.0,0.4096781333543155,7,1,"(10.692, 10.705]","(79.2, 81.16]"
50275109363.12987,10.701353023987869,82.0,0.36390914963010884,6,1,"(10.692, 10.705]","(81.16, 83.12]"
49732405615.5349,10.696639467080288,84.0,0.31567012009794376,5,1,"(10.692, 10.705]","(83.12, 85.08]"
50476039189.08764,10.703085268862642,86.0,0.33027211708812293,5,1,"(10.692, 10.705]","(85.08, 87.04]"
50429867935.31787,10.702687830839327,88.0,0.404963231099808,5,2,"(10.692, 10.705]","(87.04, 89.0]"
49346705228.82014,10.693258161084469,90.0,0.2921006353736517,4,1,"(10.692, 10.705]","(89.0, 90.96]"
50423946532.84493,10.702636833612587,94.0,0.48838420277728833,3,5,"(10.692, 10.705]","(92.92, 94.88]"
50668259779.88207,10.704735988542241,96.0,0.4414207855261868,3,4,"(10.692, 10.705]","(94.88, 96.84]"
50520010639.67816,10.70346343334713,100.0,0.3409026383093401,3,2,"(10.692, 10.705]","(98.8, 100.76]"
50094068958.49244,10.69978630927885,102.0,0.28734790834359486,3,1,"(10.692, 10.705]","(100.76, 102.72]"
50296511315.56144,10.701537862412874,106.0,0.3612299994151275,2,3,"(10.692, 10.705]","(104.68, 106.64]"
50265059690.22343,10.701266202619975,112.0,0.2493473292694789,2,1,"(10.692, 10.705]","(110.56, 112.52]"
51804883718.80992,10.714370703223103,54.0,0.6918411571824261,19,3,"(10.705, 10.718]","(53.72, 55.68]"
51405217081.55363,10.711007197492393,56.0,0.6101586172157362,17,2,"(10.705, 10.718]","(55.68, 57.64]"
51641709717.57129,10.713000612150061,58.0,0.5587714605172619,15,2,"(10.705, 10.718]","(57.64, 59.6]"
51784246497.34109,10.714197661292824,60.0,0.5083804400173876,14,1,"(10.705, 10.718]","(59.6, 61.56]"
51568695242.34446,10.712386143308626,62.0,0.4974450586450661,13,1,"(10.705, 10.718]","(61.56, 63.52]"
51996846607.459,10.71597700627891,64.0,0.4794261398211364,12,1,"(10.705, 10.718]","(63.52, 65.48]"
51934491860.92298,10.715455886740003,66.0,0.4594971326638242,11,1,"(10.705, 10.718]","(65.48, 67.44]"
51322420551.56975,10.710307131089476,68.0,0.43765803717312923,10,1,"(10.705, 10.718]","(67.44, 69.4]"
51707517088.948616,10.713553684156565,70.0,0.4080002715498864,9,1,"(10.705, 10.718]","(69.4, 71.36]"
51532028149.513054,10.712077235354702,72.0,0.42557547182742295,8,2,"(10.705, 10.718]","(71.36, 73.32]"
